case_id,old_interesting,new_interesting,old_and_new,compiler_old,compiler_new
437,False,False,False,True,True
438,False,False,False,True,True
439,False,False,False,True,True
440,False,False,False,True,True
441,False,False,False,True,True
442,False,False,False,True,True
443,False,False,False,True,True
444,False,False,False,True,True
445,False,False,False,True,True
446,False,False,False,True,True
447,False,False,False,True,True
448,False,False,False,True,True
449,False,False,False,True,True
450,False,False,False,True,True
451,False,False,False,True,True
452,False,False,False,True,True
453,True,False,False,True,True
454,False,False,False,True,True
455,False,False,False,True,True
456,False,False,False,True,True
457,False,False,False,True,True
458,False,False,False,True,True
459,False,False,False,True,True
460,False,False,False,True,True
461,False,False,False,True,True
462,False,False,False,True,True
463,False,False,False,True,True
464,False,False,False,True,True
465,False,False,False,True,True
466,False,False,False,True,True
467,False,False,False,True,True
468,False,False,False,True,True
469,False,False,False,True,True
470,False,False,False,True,True
471,False,False,False,True,True
472,False,False,False,True,True
473,False,False,False,True,True
474,False,False,False,True,True
475,False,False,False,True,True
476,False,False,False,True,True
477,False,False,False,True,True
478,False,False,False,True,True
479,False,False,False,True,True
480,False,False,False,True,True
481,False,False,False,True,True
482,False,False,False,True,True
483,False,False,False,True,True
484,False,False,False,True,True
485,False,False,False,True,True
486,False,False,False,True,True
487,False,False,False,True,True
488,False,False,False,True,True
489,False,False,False,True,True
490,False,False,False,True,True
491,False,False,False,True,True
492,False,False,False,True,True
493,False,False,False,True,True
494,False,False,False,True,True
495,False,False,False,True,True
496,False,False,False,True,True
497,False,False,False,True,True
498,False,False,False,True,True
499,False,False,False,True,True
500,False,False,False,True,True
501,False,False,False,True,True
502,False,False,False,True,True
503,False,False,False,True,True
504,False,False,False,True,True
505,False,False,False,True,True
506,False,False,False,True,True
507,False,False,False,True,True
508,False,False,False,True,True
509,False,False,False,True,True
510,False,False,False,True,True
511,False,False,False,True,True
512,False,False,False,True,True
513,False,False,False,True,True
514,False,False,False,True,True
515,False,False,False,True,True
516,False,False,False,True,True
517,False,False,False,True,True
518,False,False,False,True,True
519,False,False,False,True,True
520,False,False,False,True,True
521,False,False,False,True,True
522,False,False,False,True,True
523,False,False,False,True,True
524,False,False,False,True,True
525,False,False,False,True,True
526,False,False,False,True,True
527,False,False,False,True,True
528,False,False,False,True,True
529,False,False,False,True,True
530,False,False,False,True,True
531,False,False,False,True,True
532,False,False,False,True,True
533,False,False,False,True,True
534,False,False,False,True,True
535,False,False,False,True,True
536,False,False,False,True,True
537,False,False,False,True,True
538,False,False,False,True,True
539,False,False,False,True,True
540,False,False,False,True,True
541,False,False,False,True,True
542,False,False,False,True,True
543,False,False,False,True,True
544,False,False,False,True,True
545,False,False,False,True,True
546,False,False,False,True,True
547,False,False,False,True,True
548,False,False,False,True,True
549,False,False,False,True,True
550,False,False,False,True,True
551,False,False,False,True,True
552,False,False,False,True,True
553,False,False,False,True,True
554,False,False,False,True,True
555,False,False,False,True,True
556,False,False,False,True,True
557,False,False,False,True,True
558,False,False,False,True,True
559,False,False,False,True,True
560,False,False,False,True,True
561,False,False,False,True,True
562,False,False,False,True,True
563,False,False,False,True,True
564,False,False,False,True,True
565,False,False,False,True,True
566,False,False,False,True,True
567,False,False,False,True,True
568,False,False,False,True,True
569,False,False,False,True,True
570,False,False,False,True,True
571,False,False,False,True,True
572,False,False,False,True,True
573,False,False,False,True,True
574,False,False,False,True,True
575,False,False,False,True,True
576,False,False,False,True,True
577,False,False,False,True,True
578,False,False,False,True,True
579,False,False,False,True,True
580,False,False,False,True,True
581,False,False,False,True,True
582,False,False,False,True,True
583,False,False,False,True,True
584,False,False,False,True,True
585,False,False,False,True,True
586,False,False,False,True,True
587,False,False,False,True,True
588,False,False,False,True,True
589,False,False,False,True,True
590,False,False,False,True,True
591,False,False,False,True,True
592,False,False,False,True,True
593,False,False,False,True,True
594,False,False,False,True,True
595,False,False,False,True,True
596,False,False,False,True,True
597,False,False,False,True,True
598,False,False,False,True,True
599,False,False,False,True,True
600,False,False,False,True,True
601,False,False,False,True,True
602,False,False,False,True,True
603,False,False,False,True,True
604,False,False,False,True,True
605,False,False,False,True,True
606,False,False,False,True,True
607,False,False,False,True,True
608,False,False,False,True,True
609,False,False,False,True,True
610,False,False,False,True,True
611,False,False,False,True,True
612,False,False,False,True,True
613,False,False,False,True,True
614,False,False,False,True,True
615,False,False,False,True,True
616,False,False,False,True,True
617,False,False,False,True,True
618,False,False,False,True,True
619,False,False,False,True,True
620,False,False,False,True,True
621,False,False,False,True,True
622,False,False,False,True,True
623,False,False,False,True,True
624,False,False,False,True,True
625,False,False,False,True,True
626,False,False,False,True,True
627,False,False,False,True,True
628,False,False,False,True,True
629,False,False,False,True,True
630,False,False,False,True,True
631,False,False,False,True,True
632,False,False,False,True,True
633,False,False,False,True,True
634,False,False,False,True,True
635,False,False,False,True,True
636,False,False,False,True,True
637,False,False,False,True,True
638,False,False,False,True,True
639,False,False,False,True,True
640,False,False,False,True,True
641,False,False,False,True,True
642,False,False,False,True,True
643,False,False,False,True,True
644,False,False,False,True,True
645,False,False,False,True,True
646,False,False,False,True,True
647,False,False,False,True,True
648,False,False,False,True,True
649,False,False,False,True,True
650,False,False,False,True,True
651,False,False,False,True,True
652,False,False,False,True,True
653,False,False,False,True,True
654,False,False,False,True,True
655,False,False,False,True,True
656,False,False,False,True,True
657,False,False,False,True,True
658,False,False,False,True,True
659,False,False,False,True,True
660,False,False,False,True,True
661,False,False,False,True,True
662,False,False,False,True,True
663,False,False,False,True,True
664,False,False,False,True,True
665,False,False,False,True,True
666,False,False,False,True,True
667,False,False,False,True,True
668,False,False,False,True,True
669,False,False,False,True,True
670,False,False,False,True,True
671,False,False,False,True,True
672,False,False,False,True,True
673,False,False,False,True,True
674,False,False,False,True,True
675,False,False,False,True,True
676,False,False,False,True,True
677,False,False,False,True,True
678,False,False,False,True,True
679,False,False,False,True,True
680,False,False,False,True,True
681,False,False,False,True,True
682,False,False,False,True,True
683,False,False,False,True,True
684,False,False,False,True,True
685,False,False,False,True,True
686,False,False,False,True,True
687,False,False,False,True,True
688,False,False,False,True,True
689,False,False,False,True,True
690,False,False,False,True,True
691,False,False,False,True,True
692,False,False,False,True,True
693,False,False,False,True,True
694,False,False,False,True,True
695,False,False,False,True,True
696,False,False,False,True,True
697,False,False,False,True,True
698,False,False,False,True,True
699,False,False,False,True,True
700,False,False,False,True,True
701,False,False,False,True,True
702,False,False,False,True,True
703,False,False,False,True,True
704,False,False,False,True,True
705,False,False,False,True,True
706,False,False,False,True,True
707,False,False,False,True,True
708,False,False,False,True,True
709,False,False,False,True,True
710,False,False,False,True,True
711,False,False,False,True,True
712,False,False,False,True,True
713,False,False,False,True,True
714,False,False,False,True,True
715,False,False,False,True,True
716,False,False,False,True,True
717,False,False,False,True,True
718,False,False,False,True,True
719,False,False,False,True,True
720,False,False,False,True,True
721,False,False,False,True,True
722,False,False,False,True,True
723,False,False,False,True,True
724,False,False,False,True,True
725,False,False,False,True,True
726,False,False,False,True,True
727,False,False,False,True,True
728,False,False,False,True,True
729,False,False,False,True,True
730,False,False,False,True,True
731,False,False,False,True,True
732,False,False,False,True,True
733,False,False,False,True,True
734,False,False,False,True,True
735,False,False,False,True,True
736,False,False,False,True,True
737,False,False,False,True,True
738,False,False,False,True,True
739,False,False,False,True,True
740,False,False,False,True,True
741,False,False,False,True,True
742,False,False,False,True,True
743,False,False,False,True,True
744,False,False,False,True,True
745,False,False,False,True,True
746,False,False,False,True,True
747,False,False,False,True,True
748,False,False,False,True,True
749,False,False,False,True,True
750,False,False,False,True,True
751,False,False,False,True,True
752,False,False,False,True,True
753,False,False,False,True,True
754,False,False,False,True,True
755,True,False,False,True,True
756,False,False,False,True,True
757,False,False,False,True,True
758,False,False,False,True,True
759,False,False,False,True,True
760,False,False,False,True,True
761,False,False,False,True,True
762,False,False,False,True,True
763,False,False,False,True,True
764,False,False,False,True,True
765,False,False,False,True,True
766,False,False,False,True,True
767,False,False,False,True,True
768,False,False,False,True,True
769,False,False,False,True,True
770,False,False,False,True,True
771,False,False,False,True,True
772,False,False,False,True,True
773,False,False,False,True,True
774,False,False,False,True,True
775,False,False,False,True,True
776,False,False,False,True,True
777,False,False,False,True,True
778,False,False,False,True,True
779,False,False,False,True,True
780,False,False,False,True,True
781,False,False,False,True,True
782,False,False,False,True,True
783,False,False,False,True,True
784,False,False,False,True,True
785,False,False,False,True,True
786,False,False,False,True,True
787,False,False,False,True,True
788,False,False,False,True,True
789,False,False,False,True,True
790,False,False,False,True,True
791,False,False,False,True,True
792,True,False,False,True,True
793,False,False,False,True,True
794,False,False,False,True,True
795,False,False,False,True,True
796,False,False,False,True,True
797,False,False,False,True,True
798,False,False,False,True,True
799,False,False,False,True,True
800,False,False,False,True,True
801,False,False,False,True,True
802,False,False,False,True,True
803,False,False,False,True,True
804,False,False,False,True,True
805,False,False,False,True,True
806,False,False,False,True,True
807,False,False,False,True,True
808,False,False,False,True,True
809,False,False,False,True,True
810,False,False,False,True,True
811,False,False,False,True,True
812,False,False,False,True,True
813,False,False,False,True,True
814,False,False,False,True,True
815,False,False,False,True,True
816,True,False,False,True,True
817,False,False,False,True,True
818,False,False,False,True,True
819,False,False,False,True,True
820,False,False,False,True,True
821,False,False,False,True,True
822,False,False,False,True,True
823,False,False,False,True,True
824,False,False,False,True,True
825,False,False,False,True,True
826,False,False,False,True,True
827,False,False,False,True,True
828,False,False,False,True,True
829,False,False,False,True,True
830,False,False,False,True,True
831,False,False,False,True,True
832,False,False,False,True,True
833,False,False,False,True,True
834,False,False,False,True,True
835,False,False,False,True,True
836,False,False,False,True,True
837,False,False,False,True,True
838,False,False,False,True,True
839,False,False,False,True,True
840,False,False,False,True,True
841,False,False,False,True,True
842,False,False,False,True,True
843,False,False,False,True,True
844,False,False,False,True,True
845,False,False,False,True,True
846,False,False,False,True,True
847,False,False,False,True,True
848,False,False,False,True,True
849,False,False,False,True,True
850,False,False,False,True,True
851,False,False,False,True,True
852,False,False,False,True,True
853,False,False,False,True,True
854,False,False,False,True,True
855,False,False,False,True,True
856,False,False,False,True,True
857,False,False,False,True,True
858,False,False,False,True,True
859,False,False,False,True,True
860,False,False,False,True,True
861,False,False,False,True,True
862,False,False,False,True,True
863,False,False,False,True,True
864,False,False,False,True,True
865,False,False,False,True,True
866,False,False,False,True,True
867,False,False,False,True,True
868,False,False,False,True,True
869,False,False,False,True,True
870,False,False,False,True,True
871,False,False,False,True,True
872,False,False,False,True,True
873,False,False,False,True,True
874,False,False,False,True,True
875,False,False,False,True,True
876,False,False,False,True,True
877,False,False,False,True,True
878,False,False,False,True,True
879,False,False,False,True,True
880,False,False,False,True,True
881,False,False,False,True,True
882,False,False,False,True,True
883,False,False,False,True,True
884,False,False,False,True,True
885,False,False,False,True,True
886,False,False,False,True,True
887,False,False,False,True,True
888,False,False,False,True,True
889,False,False,False,True,True
890,False,False,False,True,True
891,False,False,False,True,True
892,False,False,False,True,True
893,False,False,False,True,True
894,False,False,False,True,True
895,False,False,False,True,True
896,False,False,False,True,True
897,False,False,False,True,True
898,False,False,False,True,True
899,False,False,False,True,True
900,False,False,False,True,True
901,False,False,False,True,True
902,False,False,False,True,True
903,False,False,False,True,True
904,False,False,False,True,True
905,False,False,False,True,True
906,False,False,False,True,True
907,False,False,False,True,True
908,False,False,False,True,True
909,False,False,False,True,True
910,False,False,False,True,True
911,False,False,False,True,True
912,False,False,False,True,True
913,False,False,False,True,True
914,False,False,False,True,True
915,False,False,False,True,True
916,False,False,False,True,True
917,False,False,False,True,True
918,False,False,False,True,True
919,False,False,False,True,True
920,False,False,False,True,True
921,False,False,False,True,True
922,False,False,False,True,True
923,False,False,False,True,True
924,False,False,False,True,True
925,False,False,False,True,True
926,False,False,False,True,True
927,False,False,False,True,True
928,False,False,False,True,True
929,False,False,False,True,True
930,False,False,False,True,True
931,False,False,False,True,True
932,False,False,False,True,True
933,False,False,False,True,True
934,False,False,False,True,True
935,False,False,False,True,True
936,False,False,False,True,True
937,False,False,False,True,True
938,False,True,False,True,True
939,False,False,False,True,True
940,False,False,False,True,True
941,False,False,False,True,True
942,False,False,False,True,True
943,False,False,False,True,True
944,False,False,False,True,True
945,False,False,False,True,True
946,False,False,False,True,True
947,False,False,False,True,True
948,False,False,False,True,True
949,False,False,False,True,True
950,False,False,False,True,True
951,False,False,False,True,True
952,False,False,False,True,True
953,False,False,False,True,True
954,False,False,False,True,True
955,False,False,False,True,True
956,False,False,False,True,True
957,False,False,False,True,True
958,False,False,False,True,True
959,False,False,False,True,True
960,False,False,False,True,True
961,False,False,False,True,True
962,False,False,False,True,True
963,False,False,False,True,True
964,False,False,False,True,True
965,False,False,False,True,True
966,False,False,False,True,True
967,False,False,False,True,True
968,False,False,False,True,True
969,False,False,False,True,True
970,False,False,False,True,True
971,False,False,False,True,True
972,False,False,False,True,True
973,False,False,False,True,True
974,False,False,False,True,True
975,False,False,False,True,True
976,False,False,False,True,True
977,False,False,False,True,True
978,False,False,False,True,True
979,False,False,False,True,True
980,False,False,False,True,True
981,False,False,False,True,True
982,False,False,False,True,True
983,False,False,False,True,True
984,False,False,False,True,True
985,False,False,False,True,True
986,False,False,False,True,True
987,False,False,False,True,True
988,False,False,False,True,True
989,False,False,False,True,True
990,False,False,False,True,True
991,False,False,False,True,True
992,False,False,False,True,True
993,False,False,False,True,True
994,False,False,False,True,True
995,False,False,False,True,True
996,False,False,False,True,True
997,False,False,False,True,True
998,False,False,False,True,True
999,False,False,False,True,True
1000,False,False,False,True,True
1001,False,False,False,True,True
1002,False,False,False,True,True
1003,False,False,False,True,True
1004,False,False,False,True,True
1005,False,False,False,True,True
1006,False,False,False,True,True
1007,False,False,False,True,True
1008,False,False,False,True,True
1009,False,False,False,True,True
1010,False,False,False,True,True
1011,False,False,False,True,True
1012,False,False,False,True,True
1013,False,False,False,True,True
1014,False,False,False,True,True
1015,False,False,False,True,True
1016,False,False,False,True,True
1017,False,False,False,True,True
1018,False,False,False,True,True
1019,False,False,False,True,True
1020,False,False,False,True,True
1021,False,False,False,True,True
1022,False,False,False,True,True
1023,False,False,False,True,True
1024,False,False,False,True,True
1025,False,False,False,True,True
1026,False,False,False,True,True
1027,False,False,False,True,True
1028,False,False,False,True,True
1029,False,False,False,True,True
1030,False,False,False,True,True
1031,False,False,False,True,True
1032,False,False,False,True,True
1033,False,False,False,True,True
1034,False,False,False,True,True
1035,False,False,False,True,True
1036,False,False,False,True,True
1037,False,False,False,True,True
1038,False,False,False,True,True
1039,False,False,False,True,True
1040,False,False,False,True,True
1041,False,False,False,True,True
1042,False,False,False,True,True
1043,False,False,False,True,True
1044,False,False,False,True,True
1045,False,False,False,True,True
1046,False,False,False,True,True
1047,False,False,False,True,True
1048,False,False,False,True,True
1049,False,False,False,True,True
1050,False,False,False,True,True
1051,False,False,False,True,True
1052,False,False,False,True,True
1053,False,False,False,True,True
1054,False,False,False,True,True
1055,False,False,False,True,True
1056,False,False,False,True,True
1057,False,False,False,True,True
1058,False,False,False,True,True
1059,False,False,False,True,True
1060,False,False,False,True,True
1061,False,False,False,True,True
1062,False,False,False,True,True
1063,False,False,False,True,True
1064,False,False,False,True,True
1065,False,False,False,True,True
1066,False,False,False,True,True
1067,False,False,False,True,True
1068,False,False,False,True,True
1069,False,False,False,True,True
1070,False,False,False,True,True
1071,False,False,False,True,True
1072,False,False,False,True,True
1073,False,False,False,True,True
1074,False,False,False,True,True
1075,False,False,False,True,True
1076,False,False,False,True,True
1077,False,False,False,True,True
1078,False,False,False,True,True
1079,False,False,False,True,True
1080,False,False,False,True,True
1081,False,False,False,True,True
1082,False,False,False,True,True
1083,False,False,False,True,True
1084,False,False,False,True,True
1085,False,False,False,True,True
1086,False,False,False,True,True
1087,False,False,False,True,True
1088,False,False,False,True,True
1089,False,False,False,True,True
1090,False,False,False,True,True
1091,False,False,False,True,True
1092,False,False,False,True,True
1093,False,False,False,True,True
1094,False,False,False,True,True
1095,False,False,False,True,True
1096,False,False,False,True,True
1097,False,False,False,True,True
1098,False,False,False,True,True
1099,False,False,False,True,True
1100,False,False,False,True,True
1101,False,False,False,True,True
1102,False,False,False,True,True
1103,False,False,False,True,True
1104,False,False,False,True,True
1105,False,False,False,True,True
1106,False,False,False,True,True
1107,False,False,False,True,True
1108,False,False,False,True,True
1109,False,False,False,True,True
1110,False,False,False,True,True
1111,False,False,False,True,True
1112,False,False,False,True,True
1113,False,False,False,True,True
1114,False,False,False,True,True
1115,False,False,False,True,True
1116,False,False,False,True,True
1117,False,False,False,True,True
1118,False,False,False,True,True
1119,False,False,False,True,True
1120,False,False,False,True,True
1121,False,False,False,True,True
1122,False,False,False,True,True
1123,False,False,False,True,True
1124,False,False,False,True,True
1125,False,False,False,True,True
1126,False,False,False,True,True
1127,False,False,False,True,True
1128,False,False,False,True,True
1129,False,False,False,True,True
1130,False,False,False,True,True
1131,False,False,False,True,True
1132,False,False,False,True,True
1133,False,False,False,True,True
1134,False,False,False,True,True
1135,False,False,False,True,True
1136,False,False,False,True,True
1137,False,False,False,True,True
1138,False,False,False,True,True
1139,False,False,False,True,True
1140,False,False,False,True,True
1141,False,False,False,True,True
1142,False,False,False,True,True
1143,False,False,False,True,True
1144,False,False,False,True,True
1145,False,False,False,True,True
1146,False,False,False,True,True
1147,False,False,False,True,True
